product_id,time_id,customer_id,promotion_id,store_id,store_sales,store_cost,unit_sales
244,706,10168,0,15,8.1,3.564,3
1453,706,485,0,15,9.33,4.478,3
84,706,485,0,15,11.24,4.946,4
660,706,485,0,15,5.6,2.632,2
1473,706,830,0,15,9.44,3.682,4
1556,706,830,0,15,7.95,2.783,3
248,706,7878,0,15,2.58,0.903,3
558,706,7878,0,15,2.4,0.744,3
42,706,7878,0,15,8.46,3.976,3
31,706,7878,0,15,4.65,1.674,3
1207,706,7878,0,15,7.56,3.402,4
1211,706,7878,0,15,11.37,4.662,3
1273,706,9900,0,15,9.93,4.568,3
597,706,9900,0,15,11.2,3.92,4
541,706,1978,0,15,5.64,2.707,3
92,706,1978,0,15,3.32,1.461,4
1440,706,1978,0,15,8.43,2.613,3
211,706,5276,0,15,13.6,5.168,5
1480,706,5276,0,15,7.2,3.384,5
1203,706,5276,0,15,7.3,3.139,5
61,706,5276,0,15,2.96,1.332,4
371,706,5276,0,15,1.32,0.634,2
648,706,1250,0,15,8.16,3.754,3
997,706,1250,0,15,13.16,6.448,4
1093,706,1250,0,15,11.24,4.159,4
1536,706,1250,0,15,2.66,0.878,2
1201,391,6307,0,16,16.85,5.223,5
951,391,6307,0,16,7.72,2.548,4
142,391,6307,0,16,11.6,4.176,5
598,391,6307,0,16,4.56,2.098,3
375,391,6307,0,16,11.45,4.809,5
1281,391,1310,0,16,5.54,1.773,2
1098,391,1310,0,16,5.56,2.057,4
90,391,1310,0,16,2.31,0.993,3
1558,391,1310,0,16,6.48,2.268,3
682,391,1310,0,16,1.83,0.897,3
133,391,1415,0,16,2.8,1.12,4
283,391,1415,0,16,8.19,2.621,3
732,391,1567,0,16,1.82,0.637,2
1188,391,1567,0,16,5.37,2.309,3
965,391,1567,0,16,4.59,1.515,3
489,391,1567,0,16,7.23,3.47,3
1504,391,1567,0,16,4.77,1.526,3
17,391,1567,0,16,8.97,3.139,3
632,391,1567,0,16,2.49,1.096,3
725,391,511,0,16,4.47,1.922,3
769,391,511,0,16,1.77,0.85,3
1052,391,511,0,16,2.8,0.98,2
10,391,2019,0,16,2.84,1.079,2
214,391,2019,0,16,5.64,2.369,2
430,391,2019,0,16,7.2,2.664,4
519,391,1491,0,16,7.64,2.368,2
243,391,1491,0,16,8.44,3.376,4
659,391,1491,0,16,9.63,3.467,3
969,391,1491,0,16,3.52,1.162,2
672,391,663,0,16,10.02,4.108,3
183,391,663,0,16,7.23,2.892,3
505,391,663,0,16,5.01,2.305,3
682,391,663,0,16,1.22,0.39,2
566,391,663,0,16,5.34,2.403,3
915,391,663,0,16,11.48,5.051,4
1425,391,663,0,16,4.36,2.18,2
955,391,4676,0,16,7.66,2.911,2
569,391,2570,0,16,9.48,4.171,3
879,391,2570,0,16,4.44,1.51,4
1395,391,8452,0,16,5.9,1.888,2
1518,391,8452,0,16,14.08,4.928,4
1156,391,6912,0,16,9.1,3.822,5
1505,391,6912,0,16,16.5,4.95,6
43,391,6912,0,16,6.68,2.672,4
486,391,6912,0,16,4.56,1.596,4
1129,391,6912,0,16,9.72,3.11,4
1172,391,6912,0,16,5.54,2.216,2
209,391,3567,0,16,5.61,2.693,3
1545,391,3567,0,16,6.87,2.13,3
1069,391,3567,0,16,1.14,0.467,2
526,391,3567,0,16,6.75,2.497,3
596,391,3567,0,16,1.92,0.749,3
1212,391,3567,0,16,1.59,0.668,3
1332,391,1297,0,16,2.76,0.828,4
124,391,1297,0,16,2.42,0.871,2
633,391,1297,0,16,2.96,1.391,4
1076,391,1297,0,16,12.96,5.184,4
161,391,1297,0,16,3.04,1.186,2
1349,391,1297,0,16,14.5,6.525,5
74,391,1297,0,16,4.71,1.46,3
244,391,6957,0,16,5.4,2.646,2
1099,391,6957,0,16,9.72,3.402,3
1236,391,6957,0,16,9.96,3.287,3
94,391,6957,0,16,2.48,0.843,4
1548,391,6957,0,16,2.01,0.683,3
1032,391,6957,0,16,1.1,0.506,2
381,391,976,0,16,6.99,2.656,3
664,391,976,0,16,5.22,2.245,3
1512,391,4676,0,16,1.62,0.729,3
537,391,9318,0,16,7.95,3.895,3
520,391,378,0,16,8.4,2.772,3
1390,391,378,0,16,3.82,1.757,2
753,391,378,0,16,3.78,1.663,2
691,391,378,0,16,8.55,3.762,3
148,391,378,0,16,7.9,2.37,2
1363,391,378,0,16,10.64,3.618,4
294,391,9200,0,16,3.96,1.742,3
477,391,1310,0,16,2.58,1.238,3
1186,391,1310,0,16,5.04,1.865,3
1342,391,9797,0,16,11.19,5.036,3
1292,391,9797,0,16,13.32,4.529,4
1442,391,9797,0,16,3.28,1.607,2
993,391,9797,0,16,11.85,5.451,3
783,391,9797,0,16,7.41,3.557,3
999,391,9797,0,16,8.13,3.008,3
810,391,5766,0,16,1.71,0.53,3
1332,391,5766,0,16,2.07,0.828,3
910,391,5766,0,16,7.36,3.68,4
1032,391,5766,0,16,2.2,1.034,4
250,391,5766,0,16,7.77,2.331,3
1452,391,5766,0,16,11.56,4.508,4
374,391,769,0,16,4.47,1.341,3
324,391,769,0,16,9.85,3.25,5
175,391,2224,0,16,11.55,3.812,3
923,391,2224,0,16,2.88,1.123,2
1379,391,2224,0,16,3.84,1.19,2
665,387,4727,0,16,6.28,2.952,4
627,387,4727,0,16,5.1,2.55,3
1470,387,4727,0,16,7.23,2.82,3
914,387,4727,0,16,7.38,2.583,3
1437,387,4727,0,16,8.7,3.219,5
1014,387,4727,0,16,1.18,0.472,2
1137,387,4727,0,16,5.31,1.859,3
482,387,2378,0,16,2.92,1.402,4
1274,387,2378,0,16,3.93,1.454,3
1484,387,1850,0,16,1.32,0.528,2
1261,387,1850,0,16,1.2,0.564,2
785,387,1850,0,16,6.84,3.146,3
242,387,1850,0,16,7.77,3.497,3
312,387,1850,0,16,6.39,2.364,3
375,387,2201,0,16,9.16,3.023,4
1057,387,2201,0,16,5.72,2.631,4
568,387,2201,0,16,9.99,4.496,3
891,387,2201,0,16,9.88,3.063,4
541,387,8452,0,16,3.76,1.654,2
558,387,8452,0,16,2.4,0.912,3
508,387,8452,0,16,15.16,5.609,4
658,387,8452,0,16,13.4,4.824,5
539,387,6957,0,16,7.48,3.366,2
955,387,6957,0,16,11.49,3.677,3
1265,387,6957,0,16,1.44,0.634,2
749,387,6957,0,16,5.34,2.35,2
1158,387,6113,0,16,3.96,1.346,3
1514,387,5374,0,16,1.74,0.783,3
1558,387,5374,0,16,6.48,2.203,3
283,387,5374,0,16,10.92,4.805,4
992,387,5374,0,16,5.37,2.148,3
522,387,1310,0,16,4.89,2.396,3
1005,387,1310,0,16,8.22,3.863,3
1115,387,1310,0,16,7.5,3.525,3
1198,387,1310,0,16,10.29,4.836,3
948,387,1310,0,16,11.84,4.618,4
935,387,8275,0,16,8.4,3.276,3
153,387,8275,0,16,8.16,3.019,3
1355,387,8275,0,16,2.52,0.932,4
1278,387,8275,0,16,11.28,4.85,4
1368,387,2224,0,16,14.2,4.544,4
413,387,2224,0,16,6.75,3.037,3
989,387,2224,0,16,3.36,1.478,4
819,387,2224,0,16,5.54,2.77,2
962,387,4727,0,16,5.61,2.693,3
486,387,4727,0,16,4.56,1.55,4
1501,387,4727,0,16,7.56,2.797,3
14,387,4727,0,16,5.79,2.895,3
629,387,4727,0,16,2.2,1.078,4
1484,387,4727,0,16,2.64,0.898,4
322,387,769,0,16,5.96,2.682,2
832,387,769,0,16,6.48,2.203,2
1275,387,769,0,16,5.85,2.866,5
360,387,769,0,16,5.24,2.358,4
1547,387,769,0,16,9.52,4.57,4
272,387,769,0,16,11.73,4.34,3
982,387,769,0,16,8.64,4.061,3
1298,387,9318,0,16,4.02,1.648,3
1435,387,9318,0,16,5.44,2.122,2
293,387,9318,0,16,4.8,1.872,3
1345,387,9040,0,16,11.04,3.533,3
124,387,9040,0,16,2.42,1.016,2
1499,387,9040,0,16,2.78,1.029,2
1416,387,5432,0,16,8.34,2.919,3
906,387,6114,0,16,1.26,0.491,2
297,387,6114,0,16,3.6,1.152,4
153,387,6114,0,16,8.16,2.448,3
170,387,6114,0,16,9.6,2.88,3
120,387,6114,0,16,4.52,1.627,2
270,387,6114,0,16,4.48,2.15,2
946,387,9631,0,16,11.4,4.332,4
1322,387,9631,0,16,6.4,2.368,2
606,387,9631,0,16,7.95,3.418,3
1195,387,9631,0,16,8.3,2.988,5
1169,387,2769,0,16,11.92,3.576,4
1452,387,2769,0,16,11.56,4.624,4
604,387,2769,0,16,3.75,1.312,3
34,387,2769,0,16,5.07,1.876,3
916,387,2769,0,16,5.14,2.056,2
620,387,3567,0,16,2.19,1.051,3
1542,387,3567,0,16,2.85,0.883,3
1066,387,3567,0,16,8.67,3.468,3
937,387,3567,0,16,7.22,2.599,2
593,387,3567,0,16,7.48,2.842,4
1209,387,3567,0,16,8.1,3.321,3
88,387,378,0,16,2.58,0.851,3
437,387,378,0,16,3.94,1.931,2
25,387,2553,0,16,7.75,3.797,5
601,387,2553,0,16,8.52,2.982,4
430,387,2553,0,16,5.4,2.538,3
114,387,2553,0,16,2.76,1.104,3
1063,387,2553,0,16,9.54,4.293,3
1233,387,1690,0,16,2.19,0.81,3
91,387,1690,0,16,10.72,5.038,4
401,387,1690,0,16,2.1,0.903,3
1030,387,1690,0,16,7.92,2.455,3
1433,387,1690,0,16,7.89,2.761,3
1123,387,1720,0,16,5.88,2.587,3
8,387,1720,0,16,12.95,6.216,5
651,387,1720,0,16,3.2,1.312,4
1113,387,7072,0,16,1.34,0.576,2
1263,387,7072,0,16,3.32,1.062,4
400,387,7072,0,16,4.29,1.802,3
604,387,7072,0,16,3.75,1.612,3
820,387,7072,0,16,2.8,1.288,4
3,379,4727,0,16,3.32,1.494,4
258,379,4727,0,16,6.88,2.614,4
635,379,4727,0,16,5.52,2.263,4
1477,379,4727,0,16,13.5,4.05,5
1220,379,3491,0,16,7.8,3.432,4
1264,379,3491,0,16,4.7,2.021,2
1547,379,3491,0,16,9.52,3.998,4
698,379,3491,0,16,6.99,3.355,3
542,379,3491,0,16,4.53,1.857,3
1403,379,5592,0,16,7.32,3.148,3
714,379,5592,0,16,10.8,4.536,4
78,379,5592,0,16,4.38,2.102,2
16,379,5592,0,16,11.49,3.907,3
1055,379,9200,0,16,6.48,2.981,4
1417,379,9200,0,16,10.83,3.79,3
1061,379,9200,0,16,4.98,2.241,3
579,379,1690,0,16,1.66,0.813,2
1288,379,1690,0,16,4.14,1.573,3
1444,379,378,0,16,7.04,3.309,4
1394,379,378,0,16,10.12,3.643,4
1544,379,378,0,16,2.92,0.905,2
1094,379,378,0,16,7.54,3.544,2
884,379,378,0,16,7.8,3.9,3
1101,379,378,0,16,7.86,2.987,3
911,379,6348,0,16,3.94,1.694,2
1434,379,6348,0,16,3.72,1.525,4
1011,379,6348,0,16,9.51,3.899,3
1134,379,6348,0,16,7.28,3.422,4
352,379,6348,0,16,2.01,0.784,3
93,379,6348,0,16,3.84,1.229,4
16,379,6348,0,16,7.66,2.834,2
133,379,1297,0,16,2.8,1.288,4
1042,379,1297,0,16,2.3,0.989,2
1431,379,1297,0,16,8.46,3.807,3
1408,379,1297,0,16,5.3,2.544,2
333,379,1297,0,16,6.6,2.508,5
443,379,1297,0,16,2.66,0.878,2
526,379,1297,0,16,4.5,1.575,2
7,379,6114,0,16,10.44,4.176,4
663,379,6114,0,16,7.04,2.534,4
1399,379,6114,0,16,7.12,2.777,4
1162,379,6114,0,16,6.36,3.053,4
1066,379,4868,0,16,5.78,2.081,2
1016,379,4868,0,16,4.68,1.919,4
1166,379,4868,0,16,4.42,2.122,2
303,379,4868,0,16,7.74,2.477,3
507,379,4868,0,16,5.06,1.569,2
1235,379,2663,0,16,4.14,1.697,3
493,379,2663,0,16,5.28,2.112,2
748,379,2663,0,16,6.6,2.64,3
1125,379,2663,0,16,8.84,2.829,4
409,379,2663,0,16,15.64,7.038,4
998,379,2663,0,16,3.75,1.65,3
1275,379,2921,0,16,2.34,0.866,2
1518,379,2921,0,16,7.04,3.027,2
1202,379,2921,0,16,7.88,2.837,2
592,379,2921,0,16,7.44,2.53,3
642,379,8275,0,16,4.98,1.643,3
299,379,8275,0,16,6.72,2.15,4
915,379,8275,0,16,8.61,2.755,3
626,379,8275,0,16,3.87,1.471,3
349,379,8275,0,16,9.36,4.68,4
862,379,8275,0,16,10.92,5.351,4
779,379,1690,0,16,5.43,1.738,3
1422,379,1690,0,16,6.69,2.475,3
1465,379,1690,0,16,11.16,4.91,4
190,379,1690,0,16,11.22,4.039,3
866,379,4676,0,16,13.84,6.09,4
916,379,5432,0,16,10.28,4.215,4
939,379,9897,0,16,2.1,0.798,3
1355,379,9897,0,16,1.89,0.737,3
107,379,9897,0,16,5.43,2.444,3
1149,379,9897,0,16,3.52,1.338,4
1139,379,9897,0,16,5.72,2.059,2
756,379,9897,0,16,10.72,3.859,4
1076,379,2769,0,16,9.72,3.791,3
920,379,2769,0,16,2.19,0.679,3
244,379,2769,0,16,8.1,3.564,3
714,379,2769,0,16,8.1,3.483,3
138,379,9897,0,16,8.1,3.321,3
1479,379,2448,0,16,4.38,1.84,3
537,379,2448,0,16,10.6,3.286,4
1392,379,2448,0,16,2.49,1.17,3
1529,379,2448,0,16,9.81,2.943,3
387,379,2448,0,16,7.23,2.458,3
697,379,2448,0,16,2.66,1.144,2
1044,379,9928,0,16,5.08,2.083,4
674,379,9928,0,16,12.72,5.978,4
957,379,9928,0,16,8.91,3.475,3
1472,379,4021,0,16,4.4,1.672,2
118,379,4021,0,16,5.92,1.894,4
334,379,4021,0,16,3.12,1.154,4
1243,379,4021,0,16,3.54,1.522,3
761,379,5432,0,16,6.8,3.264,4
1522,379,5432,0,16,3.42,1.642,3
374,379,2378,0,16,5.96,2.742,4
711,379,2378,0,16,11.56,3.815,4
528,379,2378,0,16,2.88,1.411,3
1077,379,2378,0,16,11.04,3.422,3
574,379,2378,0,16,10.68,4.272,4
59,379,1491,0,16,4.2,2.058,3
161,386,2553,0,16,4.56,2.052,3
138,386,2553,0,16,8.1,3.24,3
621,386,2553,0,16,2.78,1.168,2
317,386,2553,0,16,4.36,1.352,2
400,386,2553,0,16,5.72,2.288,4
1476,386,9263,0,16,4.52,1.718,2
454,386,9263,0,16,3.72,1.748,4
816,386,9263,0,16,9.16,4.488,4
460,386,9263,0,16,4.83,1.449,3
790,386,6153,0,16,3.08,1.294,4
207,386,6153,0,16,2.48,0.769,2
1162,386,1720,0,16,4.77,1.86,3
1378,386,1720,0,16,2.19,0.745,3
729,386,1720,0,16,5.16,1.6,3
1532,386,1720,0,16,4.17,1.376,3
1095,386,1720,0,16,6.32,2.654,4
20,386,1720,0,16,11.12,3.558,4
629,386,8452,0,16,2.2,0.99,4
274,386,8452,0,16,18.7,6.545,5
197,386,8452,0,16,14.55,4.656,5
14,386,8452,0,16,7.72,2.702,4
563,386,8452,0,16,6.72,2.957,4
473,386,8452,0,16,2.19,0.854,3
194,386,5374,0,16,6.72,2.621,2
410,386,5374,0,16,5.04,1.663,4
1319,386,5374,0,16,5.04,1.915,3
637,386,7702,0,16,2.58,0.8,3
1053,386,7702,0,16,9.25,3.7,5
1363,386,7702,0,16,5.32,1.915,2
787,386,7862,0,16,5.96,1.788,4
604,386,7862,0,16,5,1.85,4
1153,386,7862,0,16,2.08,1.04,4
1500,386,4868,0,16,4.82,1.494,2
1556,386,4868,0,16,10.6,4.982,4
973,386,4868,0,16,4.02,1.729,3
718,386,2371,0,16,6.96,2.575,3
1200,386,2371,0,16,7.48,2.468,4
1310,386,2371,0,16,11.94,5.97,3
1394,386,2371,0,16,7.59,2.884,3
524,386,9728,0,16,5.22,2.245,3
1367,386,9728,0,16,14.28,6.426,4
364,386,1491,0,16,4.4,1.496,2
1433,386,1491,0,16,10.52,3.787,4
198,386,1491,0,16,2.76,1.076,3
374,386,1491,0,16,4.47,2.146,3
258,386,1491,0,16,5.16,2.322,3
607,386,1491,0,16,5.56,2.613,2
1487,386,8511,0,16,2.85,1.14,3
12,386,8511,0,16,4.62,1.617,3
261,386,976,0,16,10.14,3.549,3
571,386,976,0,16,3.75,1.163,3
55,386,976,0,16,10.5,5.04,3
45,386,976,0,16,1.59,0.572,3
1220,386,976,0,16,7.8,3.51,4
1224,386,976,0,16,3.72,1.525,3
1287,386,7072,0,16,2.8,1.288,2
611,386,7072,0,16,2.46,0.886,3
1433,386,2587,0,16,10.52,5.05,4
984,386,2587,0,16,2.43,0.899,3
774,386,2587,0,16,9.8,3.234,4
990,386,2587,0,16,9.36,3.276,3
341,386,2587,0,16,11.08,4.21,4
1144,386,2587,0,16,2.55,1.199,3
900,386,5174,0,16,3.72,1.786,2
1023,386,5174,0,16,3.28,1.41,2
241,386,5174,0,16,8.73,3.405,3
1443,386,5174,0,16,8.68,3.038,4
1366,386,5174,0,16,8.28,3.643,3
1183,386,5174,0,16,4.62,1.525,3
368,386,1720,0,16,5.7,2.622,5
1477,386,1720,0,16,8.1,2.835,3
1370,386,1415,0,16,4.76,1.856,2
1147,386,1415,0,16,2.84,0.88,2
671,386,1415,0,16,8.79,3.868,3
128,386,1415,0,16,1.59,0.779,3
199,386,1415,0,16,5.01,1.753,3
675,386,1528,0,16,14.36,4.595,4
1357,386,1528,0,16,10.84,4.878,4
455,386,1528,0,16,5.04,2.218,3
1191,386,1528,0,16,8.4,4.116,4
841,386,7502,0,16,3.7,1.369,2
858,386,7502,0,16,4.44,1.732,2
808,386,7502,0,16,4.17,2.002,3
1261,386,2448,0,16,1.8,0.738,3
718,386,2448,0,16,6.96,2.993,3
1061,386,1690,0,16,4.98,2.092,3
1317,386,1690,0,16,6.78,2.576,3
1355,386,6153,0,16,3.15,1.039,5
851,386,6153,0,16,12.55,6.149,5
1534,386,6153,0,16,8.34,2.585,3
1045,386,6153,0,16,14.8,5.032,4
1161,386,3021,0,16,14.36,5.6,4
1018,386,3021,0,16,2.79,1.144,3
516,385,2224,0,16,9.25,3.793,5
599,385,2224,0,16,9.28,3.434,4
349,385,2224,0,16,9.36,3.65,4
1098,385,2224,0,16,4.17,2.002,3
114,385,1690,0,16,1.84,0.791,2
1049,385,1690,0,16,11.79,5.777,3
213,385,1690,0,16,1.68,0.689,3
750,385,1690,0,16,7.8,2.574,4
1112,385,1690,0,16,10.74,3.544,3
390,385,7502,0,16,14.96,5.535,4
633,385,7502,0,16,2.22,0.821,3
317,385,7502,0,16,8.72,3.662,4
1266,385,7502,0,16,3.54,1.77,3
1122,385,7502,0,16,2.22,1.066,3
1139,385,7502,0,16,8.58,4.033,3
527,385,8511,0,16,9.52,3.998,4
1342,385,8511,0,16,14.92,6.565,4
454,385,8511,0,16,2.79,1.311,3
830,385,8511,0,16,4.9,2.058,2
1259,385,8511,0,16,6.42,2.375,3
1003,385,5432,0,16,2.34,1.123,3
327,385,5432,0,16,1.2,0.396,2
797,385,5432,0,16,10.95,4.271,5
1359,385,5432,0,16,3.72,1.19,3
404,385,5432,0,16,3.75,1.688,3
812,385,1850,0,16,10.02,4.008,3
883,385,1850,0,16,8.7,2.871,3
1499,385,1850,0,16,4.17,1.585,3
796,385,1850,0,16,3.96,1.742,3
933,385,1850,0,16,13.52,4.867,4
1349,385,1850,0,16,5.8,2.9,2
1266,385,2201,0,16,3.54,1.204,3
350,385,2201,0,16,3.26,1.271,2
1538,385,2201,0,16,10.2,3.162,3
263,385,2201,0,16,11.4,5.016,3
1036,385,8452,0,16,6.42,2.44,3
1013,385,8452,0,16,6.2,2.976,4
1496,385,8452,0,16,12.35,6.175,5
1319,385,2378,0,16,5.04,1.814,3
165,385,2378,0,16,3.5,1.085,2
547,385,4925,0,16,4.62,1.802,2
1336,385,4925,0,16,13.56,4.61,4
115,385,4925,0,16,1.95,0.585,3
1490,385,4925,0,16,5.6,1.904,4
481,385,4925,0,16,11.4,4.902,4
1536,385,4925,0,16,2.66,0.878,2
112,385,2371,0,16,3.39,1.085,3
328,385,2371,0,16,3.78,1.172,3
823,385,2371,0,16,6.86,2.538,2
68,385,2371,0,16,7.12,3.489,2
45,385,2371,0,16,1.59,0.763,3
528,385,2371,0,16,2.88,1.382,3
224,385,2371,0,16,3.46,1.176,2
568,385,976,0,16,13.32,4.795,4
1250,385,976,0,16,8.64,4.234,4
761,385,976,0,16,5.1,2.499,3
1083,385,976,0,16,1.5,0.51,3
831,385,378,0,16,4.74,1.801,3
848,385,378,0,16,6.78,2.848,3
798,385,378,0,16,8.13,2.52,3
948,385,378,0,16,8.88,4.174,3
498,385,378,0,16,7.65,3.749,3
548,385,5766,0,16,8.7,3.045,3
138,385,5766,0,16,10.8,4.428,4
954,385,5766,0,16,6.96,2.366,4
66,385,5766,0,16,6.88,2.202,2
442,385,5766,0,16,6.72,2.15,3
771,385,1491,0,16,3.36,1.277,3
615,385,1491,0,16,4.05,1.539,3
1497,385,1491,0,16,6.58,2.237,2
1227,385,769,0,16,5.62,2.192,2
58,385,769,0,16,6.93,3.396,3
495,385,6113,0,16,4.68,1.591,4
1110,385,6113,0,16,8.4,3.36,3
407,385,6113,0,16,9.63,3.082,3
351,385,4175,0,16,5.52,2.429,2
1127,385,4175,0,16,5.24,2.568,2
1483,385,8351,0,16,6.39,3.003,3
434,385,8351,0,16,7.1,3.55,5
877,385,8351,0,16,6.32,2.844,4
1520,385,8351,0,16,9.24,3.234,4
1150,385,8351,0,16,9.57,3.637,3
1218,385,4021,0,16,9.15,4.026,5
1301,385,4021,0,16,3.76,1.88,4
1051,385,4021,0,16,2.6,0.962,5
242,385,4021,0,16,10.36,3.73,4
698,385,4021,0,16,9.32,3.262,4
947,385,5766,0,16,1.95,0.643,3
1284,385,5766,0,16,4.86,1.555,2
1467,385,2921,0,16,7.76,3.725,2
138,385,2921,0,16,8.1,2.997,3
182,385,2921,0,16,7.36,3.386,4
465,385,2921,0,16,11.8,5.664,4
1174,385,2921,0,16,9.08,2.815,4
1228,385,9318,0,16,6.57,2.102,3
418,385,9318,0,16,12.64,5.562,4
1288,385,9318,0,16,2.76,1.187,2
651,385,9318,0,16,2.4,1.032,3
589,385,9318,0,16,7.95,3.895,3
46,385,9318,0,16,6.88,2.821,2
1261,385,9318,0,16,1.8,0.72,3
86,385,6957,0,16,8.91,2.94,3
988,385,7702,0,16,18.05,6.498,5
406,385,7702,0,16,3.28,1.181,2
595,385,7702,0,16,4.26,1.789,3
368,415,1297,0,16,5.7,1.824,5
1449,415,1297,0,16,4.35,1.566,5
1320,415,1297,0,16,7.98,3.591,3
977,415,1297,0,16,2.28,0.935,3
35,415,1297,0,16,8.84,3.801,4
578,415,10173,0,16,4.58,1.832,2
1233,415,10173,0,16,2.19,0.854,3
411,415,10173,0,16,1.53,0.597,3
588,415,10173,0,16,4.62,1.432,3
472,415,10173,0,16,2.46,1.082,3
821,415,10173,0,16,5.73,2.521,3
917,415,10173,0,16,2.24,1.12,2
958,415,4727,0,16,4.08,1.958,3
481,415,4727,0,16,11.4,3.876,4
1497,415,4727,0,16,9.87,4.442,3
9,415,4727,0,16,9.68,3.678,4
625,415,4727,0,16,4.83,1.787,3
1480,415,4727,0,16,4.32,1.858,3
997,415,4868,0,16,9.87,3.06,3
1507,415,4868,0,16,7.36,2.502,4
392,415,4868,0,16,5.2,2.236,4
669,415,2378,0,16,5.4,1.674,3
619,415,2378,0,16,6.75,3.172,3
768,415,2378,0,16,5.52,1.987,2
1463,415,2378,0,16,7.92,2.534,4
15,415,6307,0,16,9.16,3.298,4
1469,415,6307,0,16,8.52,2.982,4
953,415,6307,0,16,8.22,3.863,3
1356,415,6307,0,16,4.8,1.632,3
560,415,6307,0,16,3.6,1.152,3
1489,415,3491,0,16,3.46,1.661,2
160,415,3491,0,16,6.39,2.364,3
204,415,3491,0,16,6.4,3.008,4
487,415,3491,0,16,10.4,4.992,4
1196,415,3491,0,16,11.68,3.621,4
1153,415,8511,0,16,1.04,0.489,2
440,415,8511,0,16,2.01,1.005,3
1310,415,8511,0,16,11.94,4.657,3
673,415,8511,0,16,8.22,2.795,3
611,415,8511,0,16,2.46,0.738,3
68,415,8511,0,16,10.68,3.524,3
717,415,5542,0,16,7.84,3.136,2
894,415,5542,0,16,1.71,0.787,3
777,415,5542,0,16,11.16,4.241,3
1120,415,7702,0,16,5.13,1.642,3
511,415,7702,0,16,1.36,0.49,2
368,415,7702,0,16,3.42,1.539,3
